boredapeyachtclub1186,202136,229334,boredapeyachtclub,1,1
boredapeyachtclub1187,202217,407392,boredapeyachtclub,5,5
boredapeyachtclub1188,202125,8951,boredapeyachtclub,1,1
boredapeyachtclub1189,202212,357658,boredapeyachtclub,1,1
boredapeyachtclub119,202220,225028,boredapeyachtclub,4,4
boredapeyachtclub1190,202131,22982,boredapeyachtclub,2,2
boredapeyachtclub1191,202134,72303,boredapeyachtclub,1,1
boredapeyachtclub1193,202118,677,boredapeyachtclub,1,1
boredapeyachtclub1194,202211,255880,boredapeyachtclub,6,6
boredapeyachtclub1197,202145,146694,boredapeyachtclub,6,6
boredapeyachtclub1198,202134,86908,boredapeyachtclub,6,6
boredapeyachtclub120,202125,22436,boredapeyachtclub,1,1
boredapeyachtclub1200,202146,199763,boredapeyachtclub,3,3
boredapeyachtclub1201,202134,129064,boredapeyachtclub,1,1
boredapeyachtclub1203,202123,9137,boredapeyachtclub,1,1
boredapeyachtclub1204,202124,7103,boredapeyachtclub,1,1
boredapeyachtclub1205,202129,21631,boredapeyachtclub,3,3
boredapeyachtclub1206,202118,738,boredapeyachtclub,1,1
boredapeyachtclub1207,202141,170825,boredapeyachtclub,5,5
boredapeyachtclub1208,202131,22574,boredapeyachtclub,5,5
boredapeyachtclub1209,202124,5422,boredapeyachtclub,3,3
boredapeyachtclub1210,202118,5440,boredapeyachtclub,1,1
boredapeyachtclub1211,202122,2061,boredapeyachtclub,3,3
boredapeyachtclub1212,202122,4610,boredapeyachtclub,2,2
boredapeyachtclub1213,202122,2451,boredapeyachtclub,2,2
boredapeyachtclub1214,202118,3542,boredapeyachtclub,1,1
boredapeyachtclub1215,202218,348985,boredapeyachtclub,4,4
boredapeyachtclub1216,202129,28379,boredapeyachtclub,1,1
boredapeyachtclub1217,202218,361658,boredapeyachtclub,1,1
boredapeyachtclub1218,202210,162284,boredapeyachtclub,6,6
boredapeyachtclub1219,202123,6872,boredapeyachtclub,2,2
boredapeyachtclub122,202134,69533,boredapeyachtclub,1,1
boredapeyachtclub1220,202118,905,boredapeyachtclub,1,1
boredapeyachtclub1221,202218,346957,boredapeyachtclub,1,1
boredapeyachtclub1222,202151,246838,boredapeyachtclub,2,2
boredapeyachtclub1223,202118,1660,boredapeyachtclub,1,1
boredapeyachtclub1224,202149,248594,boredapeyachtclub,4,4
boredapeyachtclub1225,202118,4862,boredapeyachtclub,1,1
boredapeyachtclub1226,202118,1476,boredapeyachtclub,1,1
boredapeyachtclub1227,202223,186726,boredapeyachtclub,6,6
boredapeyachtclub1228,202143,160505,boredapeyachtclub,4,4
boredapeyachtclub123,202125,9742,boredapeyachtclub,2,2
boredapeyachtclub1230,202118,1082,boredapeyachtclub,1,1
boredapeyachtclub1231,202216,462275,boredapeyachtclub,4,4
boredapeyachtclub1232,202119,1916,boredapeyachtclub,2,2
boredapeyachtclub1233,202218,364569,boredapeyachtclub,4,4
boredapeyachtclub1234,202119,2086,boredapeyachtclub,2,2
boredapeyachtclub1235,202131,28990,boredapeyachtclub,3,3
boredapeyachtclub1236,202118,638,boredapeyachtclub,1,1
boredapeyachtclub1237,202143,121144,boredapeyachtclub,4,4
boredapeyachtclub1238,202145,202061,boredapeyachtclub,4,4
boredapeyachtclub1239,202118,1181,boredapeyachtclub,1,1
boredapeyachtclub124,202124,6144,boredapeyachtclub,2,2
boredapeyachtclub1240,202122,6496,boredapeyachtclub,2,2
boredapeyachtclub1241,202122,1413,boredapeyachtclub,2,2
boredapeyachtclub1242,202118,8856,boredapeyachtclub,1,1
boredapeyachtclub1243,202118,3597,boredapeyachtclub,1,1
boredapeyachtclub1244,202118,886,boredapeyachtclub,1,1
boredapeyachtclub1245,202125,6500,boredapeyachtclub,2,2
boredapeyachtclub1246,202118,3836,boredapeyachtclub,1,1
boredapeyachtclub1247,202219,264503,boredapeyachtclub,3,3
boredapeyachtclub1248,202138,141628,boredapeyachtclub,4,4
boredapeyachtclub1249,202216,351932,boredapeyachtclub,6,6
boredapeyachtclub125,202118,2587,boredapeyachtclub,1,1
boredapeyachtclub1250,202118,3395,boredapeyachtclub,1,1
boredapeyachtclub1251,202149,272201,boredapeyachtclub,6,6
boredapeyachtclub1252,202122,5150,boredapeyachtclub,1,1
boredapeyachtclub1253,202134,126903,boredapeyachtclub,3,3
boredapeyachtclub1254,202131,41873,boredapeyachtclub,2,2
boredapeyachtclub1255,202118,1508,boredapeyachtclub,1,1
boredapeyachtclub1256,202223,195772,boredapeyachtclub,4,4
boredapeyachtclub1257,202219,197641,boredapeyachtclub,4,4
boredapeyachtclub126,202218,436354,boredapeyachtclub,3,3
boredapeyachtclub1260,202133,45415,boredapeyachtclub,7,7
boredapeyachtclub1261,202122,1870,boredapeyachtclub,2,2
boredapeyachtclub1264,202131,43855,boredapeyachtclub,2,2
boredapeyachtclub1265,202149,230435,boredapeyachtclub,4,4
boredapeyachtclub1266,202133,43045,boredapeyachtclub,4,4
boredapeyachtclub1267,202123,3764,boredapeyachtclub,2,2
boredapeyachtclub1269,202131,35789,boredapeyachtclub,1,1
boredapeyachtclub127,202118,1578,boredapeyachtclub,1,1
boredapeyachtclub1270,202147,229617,boredapeyachtclub,1,1
boredapeyachtclub1271,202223,173175,boredapeyachtclub,1,1
boredapeyachtclub1274,202149,230494,boredapeyachtclub,4,4
boredapeyachtclub1275,202122,4060,boredapeyachtclub,2,2
boredapeyachtclub1277,202124,7591,boredapeyachtclub,2,2
boredapeyachtclub1278,202121,1217,boredapeyachtclub,1,1
boredapeyachtclub1279,202202,261463,boredapeyachtclub,3,3
boredapeyachtclub128,202129,28156,boredapeyachtclub,3,3
boredapeyachtclub1280,202123,4647,boredapeyachtclub,1,1
boredapeyachtclub1283,202217,417022,boredapeyachtclub,2,2
boredapeyachtclub1284,202143,136039,boredapeyachtclub,5,5
boredapeyachtclub1285,202218,381515,boredapeyachtclub,3,3
boredapeyachtclub1287,202125,7934,boredapeyachtclub,2,2
boredapeyachtclub1289,202132,57127,boredapeyachtclub,1,1
boredapeyachtclub129,202143,149085,boredapeyachtclub,3,3
boredapeyachtclub1290,202132,43497,boredapeyachtclub,2,2
boredapeyachtclub1291,202118,886,boredapeyachtclub,1,1
boredapeyachtclub1292,202123,4066,boredapeyachtclub,1,1
boredapeyachtclub1293,202217,476112,boredapeyachtclub,6,6
boredapeyachtclub1294,202204,287055,boredapeyachtclub,3,3
boredapeyachtclub1295,202132,42632,boredapeyachtclub,1,1
boredapeyachtclub1296,202123,3890,boredapeyachtclub,1,1
boredapeyachtclub1297,202123,3890,boredapeyachtclub,1,1
boredapeyachtclub1299,202122,3580,boredapeyachtclub,1,1
boredapeyachtclub13,202118,3529,boredapeyachtclub,1,1
boredapeyachtclub130,202118,1681,boredapeyachtclub,1,1
boredapeyachtclub1300,202118,3431,boredapeyachtclub,1,1
boredapeyachtclub1301,202123,7889,boredapeyachtclub,1,1
boredapeyachtclub1302,202124,4735,boredapeyachtclub,2,2
boredapeyachtclub1303,202138,138488,boredapeyachtclub,4,4
boredapeyachtclub1304,202224,95498,boredapeyachtclub,4,4
boredapeyachtclub1305,202208,420866,boredapeyachtclub,2,2
boredapeyachtclub1306,202122,4060,boredapeyachtclub,1,1
boredapeyachtclub1307,202123,16310,boredapeyachtclub,2,2
boredapeyachtclub1308,202129,18771,boredapeyachtclub,3,3
boredapeyachtclub1309,202134,64532,boredapeyachtclub,4,4
boredapeyachtclub131,202128,9432,boredapeyachtclub,3,3
boredapeyachtclub1310,202118,3431,boredapeyachtclub,1,1
boredapeyachtclub1311,202147,224975,boredapeyachtclub,3,3
boredapeyachtclub1312,202118,1200,boredapeyachtclub,1,1
boredapeyachtclub1314,202218,354878,boredapeyachtclub,4,4
boredapeyachtclub1315,202145,148112,boredapeyachtclub,5,5
boredapeyachtclub1317,202219,228561,boredapeyachtclub,4,4
boredapeyachtclub1318,202152,263189,boredapeyachtclub,6,6
boredapeyachtclub1319,202218,285360,boredapeyachtclub,3,3
boredapeyachtclub132,202147,341169,boredapeyachtclub,4,4
boredapeyachtclub1320,202149,226259,boredapeyachtclub,4,4
boredapeyachtclub1321,202118,2605,boredapeyachtclub,1,1
boredapeyachtclub1322,202131,18013,boredapeyachtclub,2,2
boredapeyachtclub1325,202118,442,boredapeyachtclub,1,1
boredapeyachtclub1326,202219,234158,boredapeyachtclub,2,2
boredapeyachtclub1327,202211,269729,boredapeyachtclub,7,7
boredapeyachtclub1329,202135,176897,boredapeyachtclub,3,3
boredapeyachtclub133,202118,1681,boredapeyachtclub,1,1
boredapeyachtclub1330,202128,13315,boredapeyachtclub,2,2
boredapeyachtclub1331,202201,234752,boredapeyachtclub,5,5
boredapeyachtclub1332,202211,485318,boredapeyachtclub,12,12
boredapeyachtclub1333,202149,230746,boredapeyachtclub,2,2
boredapeyachtclub1334,202152,242970,boredapeyachtclub,4,4
boredapeyachtclub1335,202118,4359,boredapeyachtclub,1,1
boredapeyachtclub1336,202124,7103,boredapeyachtclub,1,1
boredapeyachtclub1338,202151,237044,boredapeyachtclub,6,6
boredapeyachtclub1339,202143,171529,boredapeyachtclub,1,1
boredapeyachtclub134,202119,6501,boredapeyachtclub,2,2
boredapeyachtclub1340,202129,13225,boredapeyachtclub,1,1
boredapeyachtclub1343,202216,372302,boredapeyachtclub,2,2
boredapeyachtclub1344,202201,262504,boredapeyachtclub,3,3
boredapeyachtclub1345,202131,18751,boredapeyachtclub,3,3
boredapeyachtclub1346,202126,5584,boredapeyachtclub,1,1
boredapeyachtclub1347,202126,5601,boredapeyachtclub,1,1
boredapeyachtclub1348,202203,218415,boredapeyachtclub,3,3
boredapeyachtclub1349,202135,243509,boredapeyachtclub,1,1
boredapeyachtclub135,202219,248807,boredapeyachtclub,4,4
boredapeyachtclub1350,202212,373542,boredapeyachtclub,2,2
boredapeyachtclub1351,202211,305388,boredapeyachtclub,1,1
boredapeyachtclub1352,202122,1170,boredapeyachtclub,1,1
boredapeyachtclub1353,202118,1235,boredapeyachtclub,1,1
boredapeyachtclub1354,202224,93905,boredapeyachtclub,3,3
boredapeyachtclub1355,202152,225871,boredapeyachtclub,5,5
boredapeyachtclub1357,202131,68116,boredapeyachtclub,2,2
boredapeyachtclub136,202122,3424,boredapeyachtclub,1,1
boredapeyachtclub1360,202205,342852,boredapeyachtclub,3,3
boredapeyachtclub1361,202220,242134,boredapeyachtclub,3,3
boredapeyachtclub1363,202118,793,boredapeyachtclub,1,1
boredapeyachtclub1364,202209,264583,boredapeyachtclub,4,4
boredapeyachtclub1365,202217,504284,boredapeyachtclub,4,4
boredapeyachtclub1366,202125,6477,boredapeyachtclub,1,1
boredapeyachtclub1367,202132,74918,boredapeyachtclub,4,4
boredapeyachtclub1368,202210,199234,boredapeyachtclub,5,5
boredapeyachtclub1369,202123,3229,boredapeyachtclub,3,3
boredapeyachtclub137,202118,2460,boredapeyachtclub,1,1
boredapeyachtclub1370,202146,257342,boredapeyachtclub,2,2
boredapeyachtclub1371,202122,3688,boredapeyachtclub,1,1
boredapeyachtclub1373,202146,269447,boredapeyachtclub,2,2
boredapeyachtclub1374,202205,280890,boredapeyachtclub,2,2
boredapeyachtclub1375,202137,118748,boredapeyachtclub,6,6
boredapeyachtclub1376,202219,183564,boredapeyachtclub,4,4
boredapeyachtclub1377,202201,287319,boredapeyachtclub,2,2
boredapeyachtclub1378,202124,6969,boredapeyachtclub,4,4
boredapeyachtclub1379,202125,6488,boredapeyachtclub,1,1
boredapeyachtclub138,202125,23490,boredapeyachtclub,2,2
boredapeyachtclub1380,202118,811,boredapeyachtclub,1,1
boredapeyachtclub1381,202205,334818,boredapeyachtclub,2,2
boredapeyachtclub1383,202128,16053,boredapeyachtclub,1,1
boredapeyachtclub1384,202225,103348,boredapeyachtclub,1,1
boredapeyachtclub1385,202118,472,boredapeyachtclub,1,1
boredapeyachtclub1389,202146,297321,boredapeyachtclub,4,4
boredapeyachtclub139,202134,95177,boredapeyachtclub,1,1
boredapeyachtclub1390,202122,2464,boredapeyachtclub,1,1
boredapeyachtclub1391,202207,427313,boredapeyachtclub,3,3
boredapeyachtclub1392,202124,4357,boredapeyachtclub,1,1
boredapeyachtclub1393,202131,23552,boredapeyachtclub,1,1
boredapeyachtclub1395,202118,1716,boredapeyachtclub,1,1
boredapeyachtclub1396,202118,2196,boredapeyachtclub,1,1
boredapeyachtclub1397,202204,122257,boredapeyachtclub,3,3
boredapeyachtclub1398,202131,25057,boredapeyachtclub,2,2
boredapeyachtclub1399,202118,572,boredapeyachtclub,1,1
boredapeyachtclub140,202129,13684,boredapeyachtclub,3,3
boredapeyachtclub1400,202129,14078,boredapeyachtclub,3,3
boredapeyachtclub1401,202118,29520,boredapeyachtclub,1,1
boredapeyachtclub1402,202136,149398,boredapeyachtclub,4,4
boredapeyachtclub1403,202128,598,boredapeyachtclub,2,2
boredapeyachtclub1404,202146,288526,boredapeyachtclub,4,4
boredapeyachtclub1405,202118,5550,boredapeyachtclub,1,1
boredapeyachtclub1406,202129,15955,boredapeyachtclub,3,3
boredapeyachtclub1407,202123,7261,boredapeyachtclub,1,1
boredapeyachtclub1408,202135,147079,boredapeyachtclub,4,4
boredapeyachtclub141,202144,149494,boredapeyachtclub,3,3
boredapeyachtclub1410,202131,25539,boredapeyachtclub,3,3
boredapeyachtclub1411,202143,164821,boredapeyachtclub,1,1
boredapeyachtclub1413,202151,204903,boredapeyachtclub,4,4
boredapeyachtclub1414,202128,8797,boredapeyachtclub,2,2
boredapeyachtclub1415,202146,210086,boredapeyachtclub,6,6
boredapeyachtclub1416,202125,5594,boredapeyachtclub,3,3
boredapeyachtclub1418,202124,5888,boredapeyachtclub,2,2
boredapeyachtclub1420,202202,295758,boredapeyachtclub,1,1
boredapeyachtclub1421,202135,254412,boredapeyachtclub,2,2
boredapeyachtclub1422,202136,142284,boredapeyachtclub,2,2
boredapeyachtclub1423,202118,2791,boredapeyachtclub,1,1
boredapeyachtclub1424,202118,383,boredapeyachtclub,1,1
boredapeyachtclub1425,202135,118259,boredapeyachtclub,2,2
boredapeyachtclub1426,202118,1417,boredapeyachtclub,1,1
boredapeyachtclub1427,202123,3194,boredapeyachtclub,2,2
boredapeyachtclub1428,202123,6569,boredapeyachtclub,1,1
boredapeyachtclub1430,202134,158629,boredapeyachtclub,3,3
boredapeyachtclub1433,202118,4546,boredapeyachtclub,1,1
boredapeyachtclub1434,202128,10358,boredapeyachtclub,3,3
boredapeyachtclub1435,202152,262462,boredapeyachtclub,2,2
boredapeyachtclub1436,202213,421425,boredapeyachtclub,2,2
boredapeyachtclub1437,202149,265817,boredapeyachtclub,1,1
boredapeyachtclub1438,202128,7801,boredapeyachtclub,1,1
boredapeyachtclub1439,202124,4745,boredapeyachtclub,1,1
boredapeyachtclub144,202120,1148,boredapeyachtclub,2,2
boredapeyachtclub1440,202203,299577,boredapeyachtclub,2,2
boredapeyachtclub1441,202214,395922,boredapeyachtclub,1,1
boredapeyachtclub1442,202134,109704,boredapeyachtclub,3,3
boredapeyachtclub1443,202118,2642,boredapeyachtclub,1,1
boredapeyachtclub1444,202119,4241,boredapeyachtclub,2,2
boredapeyachtclub1445,202119,1258,boredapeyachtclub,1,1
boredapeyachtclub1448,202118,1135,boredapeyachtclub,1,1
boredapeyachtclub1449,202141,170226,boredapeyachtclub,2,2
boredapeyachtclub1450,202118,14390,boredapeyachtclub,1,1
boredapeyachtclub1451,202118,714,boredapeyachtclub,1,1
boredapeyachtclub1453,202124,5496,boredapeyachtclub,2,2
boredapeyachtclub1454,202152,326410,boredapeyachtclub,1,1
boredapeyachtclub1455,202148,220166,boredapeyachtclub,6,6
boredapeyachtclub1456,202146,226479,boredapeyachtclub,3,3
boredapeyachtclub1457,202201,220237,boredapeyachtclub,2,2
boredapeyachtclub1458,202122,2363,boredapeyachtclub,1,1
boredapeyachtclub1459,202131,107546,boredapeyachtclub,2,2
boredapeyachtclub146,202118,3685,boredapeyachtclub,1,1
boredapeyachtclub1461,202129,13225,boredapeyachtclub,2,2
boredapeyachtclub1462,202143,175817,boredapeyachtclub,3,3
boredapeyachtclub1464,202143,150088,boredapeyachtclub,4,4
boredapeyachtclub1465,202129,15143,boredapeyachtclub,1,1
boredapeyachtclub1466,202136,236387,boredapeyachtclub,2,2
boredapeyachtclub1469,202206,343064,boredapeyachtclub,3,3
boredapeyachtclub147,202131,68143,boredapeyachtclub,2,2
boredapeyachtclub1470,202131,49063,boredapeyachtclub,2,2
boredapeyachtclub1471,202130,19130,boredapeyachtclub,2,2
boredapeyachtclub1472,202219,207478,boredapeyachtclub,4,4
boredapeyachtclub1476,202128,9572,boredapeyachtclub,2,2
boredapeyachtclub1477,202201,275977,boredapeyachtclub,4,4
boredapeyachtclub1478,202219,215564,boredapeyachtclub,2,2
boredapeyachtclub1479,202123,3822,boredapeyachtclub,1,1
boredapeyachtclub1480,202135,140683,boredapeyachtclub,2,2
boredapeyachtclub1481,202121,1021,boredapeyachtclub,1,1
boredapeyachtclub1482,202130,15878,boredapeyachtclub,3,3
boredapeyachtclub1483,202118,4274,boredapeyachtclub,1,1
boredapeyachtclub1484,202139,120008,boredapeyachtclub,2,2
boredapeyachtclub1485,202217,427937,boredapeyachtclub,2,2
boredapeyachtclub1486,202131,32211,boredapeyachtclub,3,3
boredapeyachtclub1487,202125,8779,boredapeyachtclub,1,1
boredapeyachtclub1488,202218,316992,boredapeyachtclub,5,5
boredapeyachtclub1489,202132,77515,boredapeyachtclub,3,3
boredapeyachtclub149,202121,1052,boredapeyachtclub,1,1
boredapeyachtclub1490,202125,7785,boredapeyachtclub,1,1
boredapeyachtclub1491,202123,4617,boredapeyachtclub,1,1
boredapeyachtclub1492,202125,13108,boredapeyachtclub,3,3
boredapeyachtclub1493,202121,3303,boredapeyachtclub,1,1
boredapeyachtclub1494,202118,1181,boredapeyachtclub,1,1
